months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,loss_ratio,profitability,vehicle_age,age_group,Parked Car,Single Vehicle Collision,Vehicle Theft,Rear Collision,Side Collision,Fire,Other,Police,Minor Damage,Total Loss,Trivial Damage,250/500,500/1000,incident_year,incident_month,incident_day,policy_bind_year,policy_bind_month,policy_bind_day
142,29,890280,0,2000,1307.68,0,606942,1,4,2,7,0,0,-48500,1,1,81,10,1,1,1,2,0,54360,4530,9060,40770,8,12,1,3.4641502508258903,-38667.84,30,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2015,1,29,2010,1,24
255,44,903203,0,2000,814.96,6000000,435267,1,6,8,5,1,68500,0,0,2,189,7,1,0,2,2,0,6400,640,1280,4480,8,24,1,0.6544288472235856,3379.5200000000004,20,2,1,0,0,1,0,0,0,1,0,0,1,0,1,2015,2,5,2004,1,3
425,53,868031,0,2000,912.29,0,464808,1,2,8,13,0,42900,-39100,6,3,625,17,3,0,1,2,0,97080,16180,16180,64720,10,1,0,8.86779423209725,-86132.52,20,3,0,0,0,0,0,1,0,0,1,0,0,1,0,2015,1,31,1990,6,24
172,33,100804,1,1000,1459.96,6000000,600127,1,2,0,15,5,41300,-42000,1,3,815,15,3,0,0,1,0,41690,7580,7580,26530,10,3,0,2.3796314054266325,-24170.48,26,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,1,7,2012,2,24
284,48,724752,1,500,958.3,0,464646,1,6,6,8,0,47900,0,1,1,664,19,3,0,0,0,0,46860,8520,8520,29820,13,28,0,4.074924345194616,-35360.4,27,3,0,0,0,0,1,1,0,0,0,0,0,0,1,2015,1,22,2008,5,16
119,32,343161,1,1000,993.51,0,468767,0,2,1,3,4,0,-49500,6,2,281,12,1,0,0,3,1,56300,5630,11260,39410,2,22,0,4.722314487691786,-44377.880000000005,14,1,0,1,0,0,1,0,1,0,1,0,0,0,1,2015,1,12,2014,6,10
191,33,585324,0,2000,1551.61,0,470670,0,2,1,12,4,45000,-30400,6,0,821,3,1,1,1,1,0,2250,250,250,1750,12,11,0,0.12084222195010344,16369.32,20,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2015,2,21,2008,2,25
197,41,500639,0,1000,1324.78,0,478640,1,6,9,1,1,0,-64500,0,4,886,6,1,0,2,2,1,76400,15280,7640,53480,13,20,1,4.805829395572598,-60502.64,28,2,0,1,0,0,0,0,0,1,0,0,0,0,1,2015,1,10,1996,6,27
34,34,409074,0,500,1295.87,0,438529,1,6,8,5,0,0,0,0,1,340,4,3,0,1,0,0,50800,5080,5080,40640,1,4,1,3.2667885924771265,-35249.56,28,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,1,13,1992,3,19
15,34,920826,2,2000,1586.41,0,608708,1,2,11,18,2,33500,-58900,6,4,696,10,1,1,1,3,0,75570,6870,13740,54960,2,37,1,3.9696547550759256,-56533.08,15,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2015,1,20,2005,4,7
210,38,950880,2,500,999.52,0,615229,0,3,12,9,2,0,0,5,6,699,6,1,0,1,2,0,8640,1440,720,6480,0,33,0,0.7203457659676645,3354.24,17,2,0,0,1,1,0,0,0,1,1,0,0,1,0,2015,1,13,1998,12,19
277,44,936543,2,500,1412.31,0,620737,0,2,8,2,4,0,0,0,5,507,6,1,0,1,3,0,5000,1000,500,3500,7,36,0,0.2950249355075491,11947.720000000001,20,2,0,0,1,1,0,0,0,1,0,0,1,0,1,2015,2,1,2001,6,26
222,39,243226,1,1000,1232.72,0,458237,0,2,1,10,3,87800,-51200,4,6,376,21,3,0,1,0,0,87960,14660,14660,58640,7,36,1,5.94620027256798,-73167.36,26,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,2,9,2012,1,10
239,39,730819,2,2000,625.08,0,437156,1,3,10,10,5,44200,-37000,4,5,186,10,1,0,2,3,1,87890,15980,7990,63920,2,38,1,11.717166869307395,-80389.04,11,2,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,1,3,1990,8,18
136,32,686522,2,500,1169.62,0,458143,1,3,11,19,1,0,0,4,0,787,6,1,1,0,0,0,55000,10000,10000,35000,12,9,1,3.9186516418437902,-40964.56,17,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2015,2,4,2000,12,27
398,58,515050,0,500,990.98,0,469429,1,0,3,6,5,0,-57900,0,4,56,18,1,1,2,1,0,99320,7640,15280,76400,0,33,1,8.352001722200919,-87428.24,23,4,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,2,2,2000,11,16
223,43,976971,0,500,1734.09,0,451400,1,4,0,4,1,0,0,6,0,441,6,1,1,0,3,0,5200,650,650,3900,0,23,0,0.24989091300528427,15609.079999999998,19,2,1,0,0,1,0,0,0,1,0,0,1,1,0,2015,1,12,2002,4,19
310,48,439660,0,1000,845.16,0,434342,1,5,8,0,2,0,0,0,3,678,21,1,1,1,0,0,55170,6130,6130,42910,1,5,1,5.439798381371575,-45028.08,20,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,2,25,2002,7,11
310,48,670142,2,500,1516.34,0,474167,1,3,0,17,4,11000,0,4,6,195,11,4,1,0,2,0,59400,13200,6600,39600,10,2,1,3.2644393737552266,-41203.92,29,3,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,1,4,1999,8,6
292,44,200827,0,500,1097.57,0,462836,0,6,8,1,4,0,0,4,1,377,12,1,0,1,0,1,61700,6170,6170,49360,10,2,0,4.684591111880487,-48529.16,20,2,0,1,0,0,1,0,1,0,0,1,0,0,1,2015,2,28,1997,2,28
80,27,143038,0,500,795.31,0,441923,0,3,4,16,0,0,-51000,2,0,967,16,3,1,1,3,0,40810,3710,7420,29680,5,14,1,4.276110363673704,-31266.28,25,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2015,2,12,2014,9,17
275,45,403737,2,2000,1447.77,0,605756,1,0,0,4,5,39400,-63900,5,3,317,8,3,1,1,1,0,64320,5360,10720,48240,0,23,0,3.702245522424142,-46946.76,27,2,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,1,18,1991,12,6
287,41,456604,1,2000,968.74,0,477519,0,5,13,18,5,0,-49000,4,4,502,9,1,0,2,3,0,5170,470,940,3760,11,15,0,0.44473577361658784,6454.880000000001,24,2,0,0,1,1,0,0,0,1,0,0,1,0,1,2015,1,19,2004,3,29
76,24,700074,0,1000,1622.67,0,600313,1,4,8,13,0,0,0,6,5,579,6,3,0,1,1,0,74700,14940,7470,52290,11,15,0,3.8362698515409788,-55227.96,28,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,18,2011,6,6
66,26,445973,1,1000,988.29,0,476502,0,1,1,16,3,0,0,1,3,810,8,1,0,2,2,1,57860,0,10520,47340,11,19,1,4.878797384033701,-46000.520000000004,17,1,0,1,0,1,0,0,0,1,0,0,0,1,0,2015,2,2,1998,11,13
94,30,146138,2,2000,1025.54,0,442632,1,2,1,13,2,0,-52600,0,0,95,19,1,0,1,3,1,64100,6410,6410,51280,3,25,0,5.208638050848009,-51793.520000000004,24,1,0,1,0,1,0,1,0,0,0,0,0,1,0,2015,2,20,2002,3,1
94,32,307195,2,1000,1414.74,0,464691,1,5,0,10,3,0,0,5,5,488,19,1,0,1,3,0,2400,300,300,1800,3,32,0,0.14136873206384212,14576.880000000001,11,1,1,0,0,1,0,0,0,1,1,0,0,0,1,2015,2,22,1995,10,18
81,25,524230,2,500,920.3,5000000,461958,1,2,12,10,3,51000,-67900,6,2,971,11,3,0,1,0,0,73920,13440,6720,53760,6,10,1,6.693469520808433,-62876.4,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,2,21,2014,2,23
284,48,168260,0,1000,1168.8,0,444232,1,3,12,12,2,0,-42400,1,4,292,11,1,0,0,3,1,35750,6500,3250,26000,8,12,0,2.548910563540954,-21724.4,24,3,0,1,0,0,1,0,1,0,0,1,0,1,0,2015,2,28,1991,3,1
431,54,419510,0,1000,1372.27,0,436547,1,5,2,13,3,17600,0,6,1,42,13,3,0,2,3,0,63240,10540,10540,42160,11,15,0,3.840352117294702,-46772.76,28,3,0,0,0,1,0,1,0,0,0,1,0,0,0,2015,1,8,1994,11,11
225,41,330591,0,2000,1103.58,0,475292,0,2,3,8,4,41200,-36200,1,3,314,20,3,0,2,2,0,70400,6400,12800,51200,12,18,1,5.3160320653388675,-57157.04,14,2,0,0,0,0,1,0,0,1,0,0,0,0,1,2015,1,19,1993,8,5
264,43,516959,1,500,1508.12,6000000,433275,0,6,2,1,5,0,0,1,1,476,0,3,0,2,1,0,60750,13500,6750,40500,7,36,1,3.3568283690952976,-42652.56,10,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,1,20,2010,5,1
254,41,496067,1,500,1581.27,5000000,603827,1,6,5,16,3,42200,-48000,1,5,218,8,1,1,2,2,0,63470,5770,11540,46160,2,38,0,3.3448852293831335,-44494.76,26,2,0,1,0,0,0,0,0,1,1,0,0,1,0,2015,1,7,1995,12,22
479,60,698589,1,1000,1188.45,0,459295,1,4,3,4,2,0,-44800,4,0,249,9,2,0,0,3,0,53900,5390,10780,37730,10,3,0,3.7794325942754563,-39638.6,19,4,0,0,0,1,0,0,1,0,0,1,0,0,1,2015,1,18,2002,11,28
196,36,602410,2,2000,1463.07,0,615611,0,4,1,16,3,0,0,6,6,438,3,1,0,1,1,0,5300,530,530,4240,7,17,1,0.3018766475060432,12256.84,24,2,0,0,1,1,0,0,0,1,0,0,1,1,0,2015,1,24,1996,1,16
330,47,912665,1,2000,1133.27,0,432218,1,2,2,5,5,0,-56400,1,4,639,20,2,0,0,2,1,60500,11000,5500,44000,5,14,1,4.448778019948174,-46900.76,26,3,0,0,0,0,1,0,1,0,0,1,0,0,0,2015,3,1,2014,5,28
20,37,722747,1,500,1482.14,0,613936,1,0,13,15,0,33000,-43600,1,0,118,15,3,0,2,1,0,60750,6750,6750,47250,11,15,0,3.4156692350250313,-42964.32,22,2,0,0,0,1,0,0,1,0,0,1,0,1,0,2015,2,22,2011,9,2
253,41,261315,0,2000,1312.75,0,471453,1,6,11,7,2,81300,0,4,6,410,10,3,0,2,2,1,80740,7340,14680,58720,12,9,1,5.125372944835904,-64987.0,11,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,1,1,2013,4,10
447,61,214618,0,2000,1137.16,0,615561,1,2,3,16,2,0,-51000,4,6,553,21,3,1,1,2,1,114920,17680,17680,79560,1,4,0,8.421564834030976,-101274.08,19,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,2,15,1999,5,29
107,31,356590,2,500,1239.22,7000000,476458,1,2,12,13,1,43400,-91200,4,6,918,12,1,1,0,1,0,89700,13800,13800,62100,1,5,1,6.032020141702039,-74829.36,16,1,0,1,0,0,1,1,0,0,1,0,0,1,0,2015,1,30,2011,8,17
207,42,918629,1,2000,1322.78,0,453277,0,6,4,19,3,55200,0,6,6,474,9,1,0,0,1,0,5900,590,590,4720,2,37,0,0.3716919417187035,9973.36,18,2,1,0,0,1,0,0,0,1,0,0,1,1,0,2015,2,28,2000,10,3
22,29,354105,2,2000,1238.62,6000000,463993,0,4,3,19,2,0,-56200,4,6,841,14,1,0,2,3,0,70800,7080,14160,49560,0,23,1,4.763365681161293,-55936.56,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2015,2,14,1994,6,8
120,34,312940,2,1000,1056.71,0,464630,1,3,10,13,1,77900,0,5,1,311,3,1,0,2,1,0,3770,580,580,2610,7,17,0,0.29730641961055226,8910.52,23,1,1,0,0,1,0,0,0,1,1,0,0,0,1,2015,1,20,2001,10,27
270,41,639027,1,1000,817.28,0,460263,0,2,11,6,4,62200,0,4,1,346,17,3,0,1,1,0,60190,4630,9260,46300,8,24,1,6.137227551553119,-50382.64,11,2,0,0,0,1,0,0,0,0,0,1,0,1,0,2015,1,3,1994,6,21
2,28,184938,1,1000,1340.56,0,433184,1,3,6,9,1,0,0,1,3,898,19,1,1,0,2,1,58140,6460,6460,45220,10,1,0,3.6141612460464283,-42053.28,17,1,0,1,0,0,1,1,0,0,1,0,0,1,0,2015,1,17,1999,5,22
245,44,303987,1,1000,1168.2,0,452787,0,3,5,1,0,69100,0,2,6,717,23,3,0,0,3,0,44280,7380,3690,33210,6,6,0,3.158705701078582,-30261.6,28,2,0,0,0,0,1,0,1,0,0,1,0,0,1,2015,2,11,1993,9,30
246,45,272910,2,500,1594.37,0,606283,0,0,3,2,3,0,0,4,5,511,13,1,0,0,3,1,7260,660,1320,5280,10,1,0,0.37946022566907306,11872.439999999999,17,2,1,0,0,1,0,0,0,1,0,0,1,1,0,2015,1,18,1999,8,12
211,38,752504,2,1000,1055.09,0,433250,1,5,13,18,3,0,0,1,1,223,12,1,0,0,3,1,91520,8320,16640,66560,2,38,1,7.2284512853563845,-78858.92,20,2,0,1,0,0,0,1,0,0,0,1,0,1,0,2015,1,27,1997,5,15
446,61,259792,1,1000,1232.79,0,441967,1,2,0,15,4,49900,-62100,5,6,535,3,1,1,2,0,1,70500,7050,14100,49350,11,15,0,4.765612959222577,-55706.520000000004,18,4,0,1,0,1,0,0,1,0,1,0,0,0,0,2015,1,7,1999,4,7
289,49,933293,1,2000,1222.48,0,620757,1,3,8,9,4,0,0,6,0,637,16,1,0,1,1,1,5330,1230,820,3280,11,21,0,0.3633324607900879,9339.76,24,3,1,0,0,1,0,0,0,1,1,0,0,0,1,2015,1,18,1993,2,3
4,39,498759,1,1000,1326.98,6000000,450368,1,2,6,15,4,64200,0,5,3,170,14,3,1,1,3,0,54120,4510,9020,40590,7,17,0,3.3986947806297003,-38196.24,18,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,1,13,1996,9,5
334,50,797634,0,500,1216.24,0,613945,0,5,8,14,5,26700,-47200,1,1,850,7,1,0,2,0,0,50000,5000,10000,35000,3,32,0,3.425858931351268,-35405.119999999995,17,3,0,1,0,1,0,1,0,0,0,0,0,0,1,2015,1,14,2009,11,12
465,63,531160,1,500,1006.99,6000000,458936,1,5,11,2,3,0,0,6,1,809,7,1,0,0,3,0,43560,4840,4840,33880,11,21,0,3.604802431007259,-31476.12,10,4,0,1,0,0,1,0,1,0,1,0,0,1,0,2015,2,5,2012,1,12
266,46,246705,0,500,1270.02,0,456600,1,0,12,16,3,0,-45800,0,4,359,5,1,0,1,2,0,2160,480,240,1440,12,11,0,0.14173005149525206,13080.24,21,3,1,0,0,1,0,0,0,1,1,0,0,1,0,2015,1,8,1990,3,14
246,44,940942,0,2000,1649.18,0,613647,0,1,4,0,2,0,-58600,1,2,497,18,1,1,1,2,1,61380,11160,5580,44640,6,10,1,3.1015413720758196,-41589.84,16,2,0,1,0,0,0,0,1,0,0,0,0,1,0,2015,2,22,2001,7,11
232,43,751905,0,500,1483.91,8000000,431531,0,1,6,9,0,0,-33600,1,0,147,17,3,0,0,1,0,70600,7060,14120,49420,13,28,1,3.964750782280147,-52793.08,12,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,1,18,2001,5,16
85,30,740384,2,1000,1454.42,0,459588,0,0,10,15,2,51600,-73900,1,6,578,19,1,1,0,1,1,74280,12380,12380,49520,11,15,1,4.255992079316841,-56826.96,19,1,0,1,0,0,1,0,1,0,0,0,0,0,1,2015,1,31,1993,10,29
81,25,524230,2,500,920.3,5000000,461958,1,2,12,10,3,51000,-67900,6,2,971,11,3,0,1,0,0,73920,13440,6720,53760,6,10,1,6.693469520808433,-62876.4,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,2,21,2014,2,23
126,31,889003,0,1000,1328.26,0,613921,0,5,11,8,1,42300,-45800,6,2,268,17,1,0,1,1,0,60840,13520,6760,40560,11,15,0,3.817023775465647,-44900.880000000005,14,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2015,1,2,1996,8,18
253,41,228403,2,1000,1435.09,0,471519,1,1,6,3,1,36600,0,4,4,679,17,1,0,2,0,0,56610,6290,6290,44030,3,34,0,3.287250276986113,-39388.92,30,2,0,1,0,1,0,0,0,1,0,1,0,0,0,2015,1,11,2004,4,20
129,28,818413,0,1000,1377.94,0,442540,0,5,6,0,1,0,0,1,6,367,23,1,0,2,3,0,44640,9920,4960,29760,12,9,0,2.6996821342003283,-28104.72,20,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2015,2,21,1990,2,23
66,26,445973,1,1000,988.29,0,476502,0,1,1,16,3,0,0,1,3,810,8,1,0,2,2,1,57860,0,10520,47340,11,19,1,4.878797384033701,-46000.520000000004,17,1,0,1,0,1,0,0,0,1,0,0,0,1,0,2015,2,2,1998,11,13
163,33,529112,2,500,1240.47,0,472573,1,0,7,14,0,35300,0,0,3,720,11,3,1,1,1,0,77110,0,14020,63090,6,10,0,5.180160208093169,-62224.36,11,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2015,2,18,1990,1,8
239,39,730819,2,2000,625.08,0,437156,1,3,10,10,5,44200,-37000,4,5,186,10,1,0,2,3,1,87890,15980,7990,63920,2,38,1,11.717166869307395,-80389.04,11,2,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,1,3,1990,8,18
184,38,215534,1,1000,1437.53,0,437889,1,1,13,5,1,0,0,3,4,468,6,3,0,0,2,0,53730,11940,5970,35820,4,30,1,3.1147176058934423,-36479.64,12,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2015,2,2,1994,9,12
150,37,649800,0,1000,1007.0,0,466238,1,6,13,2,4,30400,-89400,5,0,789,9,1,0,0,2,0,80080,12320,12320,55440,3,32,0,6.626944720291294,-67996.0,12,2,0,1,0,1,0,0,0,1,0,1,0,0,1,2015,1,27,2014,3,16
154,37,241562,1,1000,2047.59,0,439269,1,4,4,7,2,0,-67800,4,1,957,2,1,0,0,3,0,79530,14460,7230,57840,0,23,0,3.2367319629418003,-54958.92,25,2,0,1,0,1,0,0,1,0,1,0,0,1,0,2015,1,9,2010,1,28
247,39,419954,1,500,806.31,0,602177,1,1,5,7,5,0,0,4,3,478,3,1,0,2,3,0,3300,600,0,2700,4,30,0,0.3410598901167045,6375.719999999999,22,2,1,0,0,1,0,0,0,1,0,0,1,0,0,2015,2,25,1993,12,7
297,48,830729,2,1000,1538.6,0,618455,1,4,7,11,5,0,-54700,4,3,178,12,1,0,0,0,0,60600,6060,12120,42420,5,16,0,3.2822046015858577,-42136.8,21,3,0,1,0,0,1,1,0,0,1,0,0,0,0,2015,1,11,1993,2,10
107,31,154982,1,2000,1374.22,0,470603,1,6,6,3,2,62000,-63100,4,2,804,16,1,0,0,3,0,51260,9320,9320,32620,11,21,0,3.1084299942270284,-34769.36,23,1,0,1,0,1,0,0,0,1,1,0,0,0,1,2015,2,26,1991,2,13
242,44,664732,1,2000,1396.89,6000000,618127,1,1,8,5,2,0,-61600,4,6,47,15,3,0,1,2,1,66900,6690,13380,46830,11,15,1,3.9910085976705396,-50137.32,26,2,0,0,0,0,0,0,1,0,1,0,0,0,1,2015,2,4,2003,7,30
356,54,913337,0,500,912.3,0,461383,0,1,9,19,5,58500,-44000,4,3,920,23,3,0,2,1,0,68750,12500,12500,43750,1,5,1,6.279915232562389,-57802.4,18,3,0,0,0,0,0,0,1,0,0,0,0,0,1,2015,1,10,2008,2,10
140,32,713172,1,1000,985.97,5000000,457793,1,1,10,6,2,0,0,5,4,683,13,1,0,2,3,0,82170,14940,7470,59760,3,32,1,6.944937472742579,-70338.36,30,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2015,2,1,1996,10,23
282,46,502634,0,2000,1558.86,0,450800,0,4,7,7,5,51100,-75100,1,6,788,2,1,0,2,2,0,69400,13880,6940,48580,2,22,0,3.7099760936410795,-50693.68,13,3,0,1,0,0,0,0,0,1,1,0,0,0,0,2015,2,17,1991,8,17
17,39,774895,1,1000,840.95,0,431202,1,3,0,10,4,32500,-80800,4,0,676,9,1,0,2,1,0,3440,430,430,2580,11,21,0,0.34088431733951674,6651.4000000000015,23,2,1,0,0,1,0,0,0,1,0,0,1,1,0,2015,2,26,2006,10,28
242,44,664732,1,2000,1396.89,6000000,618127,1,1,8,5,2,0,-61600,4,6,47,15,3,0,1,2,1,66900,6690,13380,46830,11,15,1,3.9910085976705396,-50137.32,26,2,0,0,0,0,0,0,1,0,1,0,0,0,1,2015,2,4,2003,7,30
146,36,792673,0,2000,1233.96,0,606177,1,5,7,9,2,34500,-60600,0,2,269,16,3,0,1,1,0,55900,5590,5590,44720,9,35,0,3.7751088636044385,-41092.479999999996,10,2,0,0,0,0,1,0,0,1,0,1,0,0,1,2015,2,5,2013,4,12
285,43,171254,0,2000,1512.58,0,452496,1,1,11,13,2,47600,0,4,0,857,7,1,0,1,1,0,2520,280,280,1960,2,0,0,0.13883563183434927,15630.96,28,2,0,0,1,1,0,0,0,1,1,0,0,0,0,2015,1,13,1994,11,7
152,33,626208,0,1000,840.81,0,613607,1,2,4,5,0,0,0,1,0,430,2,1,1,0,2,0,82610,7510,7510,67590,5,13,1,8.187541378749858,-72520.28,23,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2015,2,14,2005,5,8
133,34,467841,2,500,1074.07,0,440833,1,3,9,3,0,70900,-61100,6,3,833,8,1,0,2,0,1,4200,420,840,2940,7,36,0,0.3258633049987431,8688.84,12,1,1,0,0,1,0,0,0,1,1,0,0,0,1,2015,1,28,1994,10,11
27,27,919875,2,2000,1118.76,0,470866,1,1,0,7,3,0,-55800,1,4,905,23,1,0,1,3,0,61560,6840,6840,47880,5,16,0,4.585433873216776,-48134.880000000005,17,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2015,2,26,2002,6,29
317,46,753844,2,1000,1012.78,0,469126,0,4,11,19,2,43700,0,6,0,779,18,1,0,2,1,0,104610,19020,19020,66570,8,24,1,8.60749619858212,-92456.64,26,3,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,1,26,1999,7,22
41,25,564654,0,1000,1004.14,0,459889,0,5,8,17,5,35400,0,0,2,363,13,3,0,1,3,0,48000,9600,4800,33600,4,30,0,3.983508275738443,-35950.32,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,2,15,2003,7,16
271,40,873114,1,1000,1251.65,0,433683,1,0,7,4,5,71200,0,1,2,37,6,1,0,0,0,0,3080,560,280,2240,1,4,0,0.20506265063449577,11939.800000000001,13,2,1,0,0,1,0,0,0,1,1,0,0,0,0,2015,2,19,1995,12,7
188,33,457188,1,1000,1340.24,0,447274,0,2,10,5,3,0,-68800,1,2,479,8,3,1,1,0,0,76010,13820,6910,55280,4,30,1,4.726143576274896,-59927.119999999995,30,1,0,0,0,1,0,0,0,1,1,0,0,1,0,2015,2,8,1994,4,1
293,49,569245,1,2000,1239.06,0,439360,1,3,13,16,0,34900,0,4,5,194,19,1,0,1,1,0,57310,5210,10420,41680,13,28,0,3.8544003787817647,-42441.28,23,3,0,1,0,0,0,0,0,1,0,1,0,0,0,2015,1,10,1995,12,5
1,33,162004,1,500,903.32,0,451184,1,2,13,19,1,0,0,1,3,551,1,3,0,1,0,0,31700,6340,3170,22190,12,18,0,2.924397408079824,-20860.16,19,1,0,0,0,1,0,0,0,1,1,0,0,1,0,2015,1,19,1995,9,19
298,46,667021,0,1000,1138.42,6000000,477678,0,3,9,7,3,36900,-55000,4,0,477,18,1,0,2,3,1,33550,3050,6100,24400,13,28,0,2.4558891563160636,-19888.96,20,3,0,1,0,0,1,0,0,1,1,0,0,0,1,2015,2,16,2007,5,2
193,41,217938,0,500,847.03,0,438555,1,3,2,16,1,0,0,4,6,489,1,1,0,1,0,1,112320,17280,17280,77760,11,19,1,11.05037601973956,-102155.64,14,2,0,1,0,0,1,0,1,0,0,0,0,1,0,2015,2,8,1995,7,16
206,39,965768,2,1000,1302.4,6000000,603948,0,3,2,7,4,47200,-69700,1,2,67,12,3,0,2,3,1,36300,3300,9900,23100,5,13,0,2.322635135135135,-20671.199999999997,12,2,0,0,0,1,0,0,0,0,0,1,0,1,0,2015,2,17,2014,7,27
107,26,727792,0,500,974.59,0,466838,1,3,1,16,5,62800,0,1,0,261,14,3,0,1,0,0,59700,11940,11940,35820,9,35,0,5.104710698857981,-48004.92,23,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,1,18,2014,5,19
147,37,672416,2,2000,1375.29,0,609226,1,5,1,5,3,0,0,4,1,997,11,3,0,0,1,0,56160,6240,6240,43680,5,16,1,3.4029186571559453,-39656.520000000004,10,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,1,31,2013,4,20
125,35,442795,0,500,1054.83,7000000,446788,0,3,12,6,0,0,-51300,1,3,842,17,1,1,2,3,0,88660,8060,16120,64480,8,7,1,7.004288210738539,-76002.04000000001,18,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2015,2,25,1996,7,7
66,30,984456,2,500,484.67,0,608309,1,1,0,13,5,21100,-60800,4,0,205,2,3,0,0,2,1,65560,11920,11920,41720,13,28,1,11.272274606089367,-59743.96,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,1,24,2003,6,24
70,28,265437,1,1000,1319.81,0,613587,0,2,6,19,0,67200,-59400,6,0,880,14,4,0,1,0,1,31680,3520,3520,24640,12,9,0,2.0002879202309423,-15842.28,19,1,0,0,0,0,1,0,0,1,1,0,0,1,0,2015,1,28,2003,10,11
112,30,346940,0,1000,1166.54,0,479852,1,5,9,17,1,47700,-59300,4,0,931,3,1,1,2,0,0,107900,10790,21580,75530,4,27,1,7.707979723512839,-93901.52,28,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2015,1,21,2002,9,13
460,57,396590,0,2000,1567.37,0,602514,1,3,2,16,0,62500,0,1,5,542,10,1,0,2,3,0,58300,5830,11660,40810,9,26,1,3.0996722747872765,-39491.56,11,4,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,2,15,1997,11,7
114,30,488037,0,1000,1173.25,0,442936,1,5,10,7,0,0,-34700,6,0,380,3,1,0,0,3,1,4680,520,520,3640,3,25,0,0.33240997229916897,9399.0,12,1,0,0,1,1,0,0,0,1,1,0,0,1,0,2015,2,25,2007,7,11
296,46,922167,0,1000,1141.35,7000000,476456,0,5,2,17,1,0,0,1,3,289,18,1,0,0,2,0,54900,5490,5490,43920,8,7,0,4.008411092127743,-41203.8,12,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,1,6,1993,2,23
241,38,872734,2,2000,1003.23,0,470485,1,0,12,11,1,0,0,5,0,440,23,3,0,0,3,1,77880,12980,12980,51920,0,23,0,6.469104791523379,-65841.24,17,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2015,1,17,1990,5,19
102,32,783494,0,500,1537.07,3000000,457733,0,3,12,5,5,0,0,2,3,614,11,1,0,1,0,0,47400,9480,4740,33180,3,32,1,2.5698244061753854,-28955.16,21,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2015,2,4,2014,9,2
175,39,892148,2,500,1359.36,5000000,450709,0,6,3,10,0,0,-43600,4,0,909,9,3,1,2,2,1,71610,13020,6510,52080,12,18,1,4.389933498116761,-55297.68,13,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2015,2,8,1995,3,29
250,42,254837,2,500,1055.6,0,457962,0,2,3,13,0,69500,-40700,4,1,835,16,1,0,1,1,0,74800,13600,6800,54400,5,16,1,5.905014525704181,-62132.8,16,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2015,1,3,2004,11,25
