months_as_customer,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,loss_ratio,profitability,vehicle_age,incident_year,incident_month,incident_day,policy_bind_year,policy_bind_month,policy_bind_day,Parked Car,Single Vehicle Collision,Vehicle Theft,Rear Collision,Side Collision,Fire,None,Other,Police,Minor Damage,Total Loss,Trivial Damage,250/500,500/1000,age_group
228,1,2000,1197.22,5000000,1,4,6,2,0,0,5,5,8,1,0,0,0,0,5070,780,780,3510,8,12,1,0.35290088705501077,9296.64,18,2015,1,21,2006,6,27,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2
328,0,500,1314.6,0,0,4,9,1,24800,0,6,2,0,1,0,2,3,0,70290,12780,6390,51120,10,1,1,4.455727978092195,-54514.8,27,2015,2,23,1996,6,19,0,1,0,1,0,0,0,1,0,0,1,0,0,1,3
134,2,2000,1413.14,5000000,0,6,11,3,35100,0,1,1,7,3,0,2,3,0,34650,7700,3850,23100,4,30,0,2.043321963853546,-17692.32,18,2015,2,22,2000,9,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
20,2,1000,1711.72,0,0,3,12,5,0,0,4,4,21,3,0,2,2,0,63250,5750,11500,46000,3,34,1,3.0792614056816148,-42709.36,23,2015,1,13,1999,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
252,1,1000,1242.02,0,1,5,0,5,0,-28800,5,2,17,1,1,0,2,1,74900,14980,7490,52430,7,17,0,5.025415586437148,-59995.76,22,2015,2,8,2005,9,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
285,0,1000,1436.79,0,0,6,9,5,70900,0,4,3,23,1,1,2,3,0,108480,18080,18080,72320,13,28,0,6.291803255868986,-91238.52,10,2015,1,24,2014,1,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
252,1,1000,1086.21,0,1,3,4,4,68500,-57500,4,6,18,1,0,1,2,0,50490,5610,5610,39270,9,26,0,3.8735603612561107,-37455.479999999996,24,2015,2,13,2006,2,6,0,1,0,0,1,0,0,0,1,1,0,0,1,0,2
232,2,2000,1181.64,0,1,1,7,5,25800,0,1,3,22,1,0,1,1,1,55400,5540,11080,38780,7,17,1,3.906999311691096,-41220.32,23,2015,2,8,1994,10,3,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
250,1,500,1055.6,0,1,2,3,0,69500,-40700,4,1,16,1,0,1,1,0,74800,13600,6800,54400,5,16,1,5.905014525704181,-62132.8,16,2015,1,3,2004,11,25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
189,2,2000,1388.58,0,0,4,8,3,0,-49400,6,5,17,3,0,1,3,1,79560,13260,13260,53040,5,13,0,4.77466188480318,-62897.04,16,2015,2,13,2007,4,28,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2
402,2,2000,1285.09,0,1,3,4,1,48000,-79600,1,6,19,1,0,0,2,1,67770,7530,15060,45180,8,24,1,4.394633838875099,-52348.92,12,2015,2,28,2003,8,16,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3
142,1,500,1412.76,0,1,6,1,5,66400,-63700,6,5,22,1,1,2,3,0,67320,11220,11220,44880,13,20,0,3.9709504799116626,-50366.880000000005,29,2015,1,10,1998,1,14,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
194,0,500,1203.81,0,1,3,13,1,52500,-51300,6,6,17,3,0,0,2,0,95900,13700,20550,61650,10,3,0,6.638644525852641,-81454.28,26,2015,2,6,1993,2,15,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2
120,1,1000,1056.71,0,0,3,10,1,77900,0,5,1,3,1,0,2,1,0,3770,580,580,2610,7,17,0,0.29730641961055226,8910.52,23,2015,1,20,2001,10,27,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
239,1,2000,625.08,0,0,3,10,5,44200,-37000,4,5,10,1,0,2,3,1,87890,15980,7990,63920,2,38,1,11.717166869307395,-80389.04,11,2015,1,3,1990,8,18,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2
350,2,500,1495.1,0,1,1,7,5,50500,0,4,3,15,3,0,0,0,0,93480,15580,7790,70110,3,25,0,5.210353822486791,-75538.8,11,2015,2,12,2013,10,31,0,0,0,0,1,0,0,0,1,0,1,0,0,1,3
150,1,1000,1342.02,0,1,4,9,3,0,0,5,0,8,1,1,0,2,0,4500,450,450,3600,10,2,0,0.2794295166987079,11604.24,26,2015,2,28,2004,11,17,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
66,0,1000,988.29,0,1,1,1,3,0,0,1,3,8,1,0,2,2,1,57860,0,10520,47340,11,19,1,4.878797384033701,-46000.520000000004,17,2015,2,2,1998,11,13,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
191,2,2000,1551.61,0,1,2,1,4,45000,-30400,6,0,3,1,1,1,1,0,2250,250,250,1750,12,11,0,0.12084222195010344,16369.32,20,2015,2,21,2008,2,25,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1
272,2,2000,1608.34,0,0,0,4,3,33300,-10600,1,6,19,1,0,1,1,0,71060,6460,12920,51680,10,1,0,3.6818500234195923,-51759.92,15,2015,2,16,1991,5,6,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2
290,0,500,1085.03,0,0,3,11,5,0,-61000,5,0,23,3,1,2,2,0,64800,12960,6480,45360,1,4,1,4.976820917393989,-51779.64,11,2015,3,1,1998,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2
11,0,2000,1470.06,0,1,6,7,0,56600,-45800,6,5,22,1,1,0,1,0,65790,7310,7310,51170,10,2,0,3.7294396147096034,-48149.28,18,2015,1,7,1993,5,19,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2
230,1,2000,1101.83,0,1,2,3,2,28900,0,1,0,0,3,0,0,3,1,51900,5190,10380,36330,2,22,1,3.9252879300799584,-38678.04,14,2015,1,1,2007,2,9,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2
31,0,2000,1318.24,9000000,0,1,9,1,0,-78600,6,0,9,1,0,0,1,1,4700,940,470,3290,4,27,0,0.2971133228142574,11118.880000000001,23,2015,1,30,1999,8,15,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2
272,2,2000,945.73,5000000,1,4,10,5,38600,-42800,1,0,23,1,0,0,0,0,84100,16820,8410,58870,5,13,1,7.410501235377257,-72751.24,16,2015,2,4,1991,4,8,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2
140,0,1000,985.97,5000000,0,1,10,2,0,0,5,4,13,1,0,2,3,0,82170,14940,7470,59760,3,32,1,6.944937472742579,-70338.36,30,2015,2,1,1996,10,23,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
116,1,500,1737.66,0,1,0,13,4,0,-24100,6,4,1,1,0,1,1,0,97080,16180,16180,64720,2,37,1,4.655686382836688,-76228.08,24,2015,1,1,2012,8,30,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
22,1,2000,1238.62,6000000,1,4,3,2,0,-56200,4,6,14,1,0,2,3,0,70800,7080,14160,49560,0,23,1,4.763365681161293,-55936.56,13,2015,2,14,1994,6,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
204,0,500,1256.2,0,0,3,11,1,0,0,4,3,10,3,1,1,2,1,41700,8340,8340,25020,10,3,0,2.766279254895717,-26625.6,12,2015,1,7,1991,1,27,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2
343,0,1000,1053.02,0,0,0,9,1,0,0,1,0,2,1,0,0,2,0,47630,12990,4330,30310,12,11,1,3.7693174551923674,-34993.76,20,2015,2,16,2002,1,21,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3
166,0,2000,1588.55,0,1,4,10,4,59600,-32100,6,1,8,1,0,0,0,0,40320,5760,5760,28800,11,19,0,2.1151364451858616,-21257.4,24,2015,1,9,1992,11,9,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
101,2,500,1380.89,0,1,6,1,3,30000,-53000,4,0,0,3,0,2,1,0,67210,12220,12220,42770,2,38,0,4.055959079530834,-50639.32,29,2015,2,28,2014,8,31,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
437,2,1000,1269.64,0,0,1,1,4,48800,0,4,5,10,1,0,1,3,0,84480,7680,15360,61440,3,32,1,5.544878863299833,-69244.32,13,2015,2,14,1998,1,19,0,1,0,0,0,0,0,1,0,1,0,0,0,1,4
113,2,2000,1091.73,0,1,6,3,1,36100,-42300,1,6,15,3,0,0,2,1,49950,5550,5550,38850,9,35,1,3.812755901184359,-36849.24,21,2015,1,5,2008,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
128,1,1000,1074.99,0,0,0,0,0,0,-48800,5,1,16,1,0,2,0,0,7590,1380,690,5520,0,23,0,0.5883775663029424,5309.880000000001,13,2015,1,2,2001,4,3,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
230,0,1000,904.7,7000000,0,4,2,4,68600,-22300,4,5,0,1,0,1,3,0,74200,14840,14840,44520,0,33,1,6.834678162190044,-63343.6,23,2015,2,17,1999,11,29,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
130,2,1000,1003.15,0,0,3,4,2,0,-38500,4,2,21,2,1,2,1,0,85020,13080,13080,58860,5,16,0,7.062752330159997,-72982.2,15,2015,1,23,1991,11,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
83,1,1000,1070.63,0,0,2,6,4,0,0,1,0,0,3,0,0,1,0,61600,6160,12320,43120,6,8,0,4.794684749477721,-48752.44,22,2015,2,20,2006,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
81,1,500,920.3,5000000,0,2,12,3,51000,-67900,6,2,11,3,0,1,0,0,73920,13440,6720,53760,6,10,1,6.693469520808433,-62876.4,22,2015,2,21,2014,2,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
453,1,500,1298.91,6000000,1,6,2,4,52600,-38800,0,6,0,1,1,0,0,0,70000,14000,7000,49000,5,14,1,4.4909449718096965,-54413.08,10,2015,1,6,2003,3,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
211,1,1000,1055.09,0,0,5,13,3,0,0,1,1,12,1,0,0,3,1,91520,8320,16640,66560,2,38,1,7.2284512853563845,-78858.92,20,2015,1,27,1997,5,15,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2
110,2,1000,1664.66,0,0,0,8,3,0,-66200,4,6,3,1,0,0,3,0,57500,5750,5750,46000,1,4,0,2.8784656726698943,-37524.08,15,2015,2,5,2009,8,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
197,2,1000,1324.78,0,0,6,9,1,0,-64500,0,4,6,1,0,2,2,1,76400,15280,7640,53480,13,20,1,4.805829395572598,-60502.64,28,2015,1,10,1996,6,27,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
437,2,1000,1269.64,0,0,1,1,4,48800,0,4,5,10,1,0,1,3,0,84480,7680,15360,61440,3,32,1,5.544878863299833,-69244.32,13,2015,2,14,1998,1,19,0,1,0,0,0,0,0,1,0,1,0,0,0,1,4
214,2,1000,1648.0,0,1,3,13,1,57700,-43500,6,4,17,1,0,1,0,1,44220,8040,4020,32160,0,23,0,2.2360436893203883,-24444.0,25,2015,2,4,2000,8,15,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2
427,1,1000,1178.61,7000000,1,4,2,3,0,-54400,1,6,23,1,1,1,2,1,90860,12980,19470,58410,13,20,1,6.424234196779823,-76716.68,21,2015,2,20,2005,12,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
360,0,1000,1526.61,0,1,5,5,1,0,-32900,4,2,5,1,1,2,2,0,4620,840,840,2940,4,30,1,0.2521927669804338,13699.32,16,2015,1,30,2001,11,26,0,0,1,1,0,0,0,0,1,1,0,0,0,1,3
142,1,2000,1616.58,0,1,3,0,0,58500,-46800,4,2,13,3,1,0,3,1,63600,6360,12720,44520,4,30,0,3.2785262715114625,-44201.04,15,2015,2,4,2002,7,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
324,1,2000,897.89,6000000,1,4,12,5,0,-41300,3,2,13,1,0,1,0,1,79600,15920,15920,47760,7,36,0,7.387690400086128,-68825.32,14,2015,1,21,2010,3,6,0,1,0,1,0,0,0,1,0,1,0,0,0,0,3
274,1,500,1395.58,0,0,3,12,0,0,0,6,6,7,1,0,2,1,0,5590,860,860,3870,2,37,0,0.33379192402680846,11156.96,25,2015,2,5,2006,8,10,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2
27,1,2000,1371.78,0,1,3,4,2,0,-32500,3,5,10,3,0,0,2,1,53600,5360,10720,37520,1,5,1,3.2561100662399705,-37138.64,10,2015,2,4,1995,8,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25,2,1000,1540.91,7000000,1,1,0,5,40900,0,5,3,0,1,0,1,1,1,4320,480,960,2880,12,11,0,0.2336281807503358,14170.920000000002,30,2015,2,24,1995,12,7,0,0,1,1,0,0,1,0,0,0,0,1,1,0,2
289,0,500,1173.37,8000000,0,6,5,3,0,-42700,4,6,1,1,0,1,0,0,42900,8580,0,34320,0,33,0,3.046779788131621,-28819.56,26,2015,1,9,1995,8,29,0,1,0,0,0,0,0,1,0,0,1,0,0,1,3
211,2,2000,1221.22,0,1,5,6,2,76000,0,1,3,2,1,1,0,1,0,52030,9460,4730,37840,8,12,0,3.5504113372965835,-37375.36,17,2015,1,21,1998,3,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
129,2,1000,1377.94,0,1,5,6,1,0,0,1,6,23,1,0,2,3,0,44640,9920,4960,29760,12,9,0,2.6996821342003283,-28104.72,20,2015,2,21,1990,2,23,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
241,2,1000,1260.56,0,0,3,0,3,0,-54900,4,4,20,3,0,0,2,1,37520,4690,4690,28140,7,36,0,2.4803790907744707,-22393.28,15,2015,2,22,2005,4,28,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2
184,0,1000,1437.53,0,0,1,13,1,0,0,3,4,6,3,0,0,2,0,53730,11940,5970,35820,4,30,1,3.1147176058934423,-36479.64,12,2015,2,2,1994,9,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2
290,2,1000,1311.3,0,0,0,6,5,38500,0,1,2,23,3,1,0,0,1,52650,5850,5850,40950,5,14,1,3.345916266300618,-36914.4,24,2015,1,10,1991,7,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
399,0,2000,995.56,0,1,3,12,1,0,-65400,1,3,23,3,1,1,1,1,88400,17680,8840,61880,9,29,0,7.399520537854742,-76453.28,15,2015,2,7,1993,4,14,0,0,0,0,1,0,0,0,1,0,1,0,0,1,3
247,0,500,806.31,0,0,1,5,5,0,0,4,3,3,1,0,2,3,0,3300,600,0,2700,4,30,0,0.3410598901167045,6375.719999999999,22,2015,2,25,1993,12,7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2
254,0,500,1390.89,5000000,1,1,1,5,0,-74400,1,5,23,1,0,2,2,0,53460,9720,4860,38880,13,20,0,3.202985139011712,-36769.32,16,2015,2,28,1995,4,23,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2
210,0,500,1433.24,0,0,1,3,1,0,-19500,6,5,11,3,0,2,1,0,24570,2730,2730,19110,10,3,1,1.4285813959978788,-7371.119999999999,19,2015,2,22,2014,4,25,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
78,2,500,1060.88,0,1,3,7,2,0,-66500,4,3,4,1,0,0,3,0,6050,550,1100,4400,13,28,0,0.4752343966015634,6680.560000000001,16,2015,2,3,1992,2,29,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1
227,2,500,976.67,0,0,6,5,4,0,0,4,4,16,1,0,1,2,0,72200,14440,7220,50540,2,22,1,6.160388531097164,-60479.96,12,2015,1,21,2013,10,27,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2
229,0,2000,1212.12,0,0,4,2,1,65600,0,6,1,14,3,1,1,1,1,68760,11460,5730,51570,5,16,0,4.727254727254728,-54214.56,30,2015,1,29,1997,6,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
394,0,500,1401.2,0,0,2,2,3,51500,0,0,2,9,1,0,1,0,0,6890,1060,1060,4770,1,5,0,0.40976781806070983,9924.400000000001,26,2015,1,25,1999,3,30,0,0,1,1,0,0,0,0,1,0,0,1,1,0,4
261,1,1000,870.55,0,1,6,9,4,0,-49400,4,6,19,1,0,0,3,0,80280,13380,13380,53520,3,34,0,7.684796967434382,-69833.4,12,2015,1,27,2000,9,10,0,1,0,1,0,0,0,1,0,1,0,0,0,0,3
218,0,500,914.22,0,1,3,9,5,37900,-72900,1,6,14,3,0,2,0,0,84590,15380,7690,61520,10,2,0,7.71058023962139,-73619.36,12,2015,1,22,2013,12,25,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2
222,0,1000,1232.72,0,1,2,1,3,87800,-51200,4,6,21,3,0,1,0,0,87960,14660,14660,58640,7,36,1,5.94620027256798,-73167.36,26,2015,2,9,2012,1,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
264,0,500,1508.12,6000000,1,6,2,5,0,0,1,1,0,3,0,2,1,0,60750,13500,6750,40500,7,36,1,3.3568283690952976,-42652.56,10,2015,1,20,2010,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
285,0,2000,1101.85,0,0,1,11,5,46100,0,3,6,9,1,0,1,2,1,33480,3720,3720,26040,9,29,0,2.5321050959749516,-20257.800000000003,13,2015,2,27,2013,2,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3
140,1,500,1363.59,0,0,3,1,1,43200,0,1,5,10,3,0,2,0,1,79500,7950,7950,63600,3,34,0,4.858498522283091,-63136.92,25,2015,2,8,1991,5,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2
78,1,500,1175.51,0,1,5,2,0,0,0,1,1,20,1,0,0,1,1,7480,680,680,6120,4,27,0,0.5302662957638246,6626.119999999999,22,2015,1,6,1992,3,22,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
389,0,2000,791.47,0,1,5,1,4,0,0,0,5,6,1,0,1,2,0,6300,630,1260,4410,8,7,1,0.6633226780547589,3197.6399999999994,24,2015,1,1,1998,3,21,0,0,1,1,0,0,0,0,1,1,0,0,0,1,3
197,2,1000,1324.78,0,0,6,9,1,0,-64500,0,4,6,1,0,2,2,1,76400,15280,7640,53480,13,20,1,4.805829395572598,-60502.64,28,2015,1,10,1996,6,27,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
275,1,2000,1447.77,0,0,0,0,5,39400,-63900,5,3,8,3,1,1,1,0,64320,5360,10720,48240,0,23,0,3.702245522424142,-46946.76,27,2015,1,18,1991,12,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2
107,0,2000,932.14,0,1,4,11,3,40600,0,4,1,2,3,0,2,3,0,78650,14300,7150,57200,1,4,1,7.031311462512784,-67464.32,29,2015,1,10,1997,3,21,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
102,2,500,1537.07,3000000,1,3,12,5,0,0,2,3,11,1,0,1,0,0,47400,9480,4740,33180,3,32,1,2.5698244061753854,-28955.16,21,2015,2,4,2014,9,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
14,2,2000,1587.96,0,0,0,2,4,0,-26900,6,5,18,1,0,2,1,1,71280,12960,12960,45360,1,5,1,3.740648379052369,-52224.479999999996,13,2015,2,14,2002,7,22,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
264,0,2000,1353.33,0,1,0,0,1,0,-8500,6,6,9,3,1,2,0,0,95150,17300,17300,60550,5,13,0,5.859004578829012,-78910.04000000001,18,2015,2,12,2014,1,18,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2
55,0,500,1198.44,8000000,1,4,8,5,0,0,6,1,9,1,0,0,3,0,3080,560,560,1960,9,35,0,0.21416730638719222,11301.28,27,2015,1,14,2011,2,4,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1
115,2,1000,1051.67,0,0,0,3,1,0,0,6,5,18,3,1,0,3,0,34160,0,4270,29890,1,5,1,2.706806000614895,-21539.96,20,2015,3,1,2005,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
290,1,1000,1393.34,0,1,2,3,2,0,-61400,6,3,20,3,1,1,3,1,56160,6240,12480,37440,1,5,0,3.358835603657399,-39439.92,23,2015,1,15,2008,7,21,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3
180,2,2000,1301.13,0,0,1,6,1,41300,-55500,4,6,12,1,0,0,2,1,46200,4200,8400,33600,4,27,1,2.9589664368664157,-30586.44,22,2015,1,15,1998,12,28,0,1,0,1,0,0,0,0,1,0,1,0,1,0,2
297,1,1000,1464.73,3000000,1,6,3,2,54900,-36700,1,0,17,3,0,0,0,0,51480,5720,5720,40040,12,18,0,2.9288674363193214,-33903.24,12,2015,1,25,2009,6,22,0,0,0,0,1,1,0,0,0,0,1,0,1,0,3
85,1,1000,1454.42,0,1,0,10,2,51600,-73900,1,6,19,1,1,0,1,1,74280,12380,12380,49520,11,15,1,4.255992079316841,-56826.96,19,2015,1,31,1993,10,29,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
317,1,1000,1012.78,0,1,4,11,2,43700,0,6,0,18,1,0,2,1,0,104610,19020,19020,66570,8,24,1,8.60749619858212,-92456.64,26,2015,1,26,1999,7,22,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
31,0,2000,1263.48,4000000,0,3,7,5,46800,-87300,6,2,10,1,0,2,0,0,63600,5300,10600,47700,1,5,1,4.194763668597841,-48438.24,28,2015,2,7,1999,9,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
157,1,500,1257.83,7000000,1,2,4,3,40700,-41600,2,0,2,4,0,2,2,0,47700,4770,9540,33390,0,33,1,3.1602044791426507,-32606.04,14,2015,2,14,1990,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
63,2,2000,1620.89,0,0,2,5,2,0,0,0,2,7,1,0,2,0,0,6120,1020,1020,4080,12,11,0,0.3146419559624651,13330.68,10,2015,2,3,1994,1,8,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
284,2,500,1338.54,-1000000,1,0,6,5,0,0,0,0,13,1,1,0,1,0,94160,8560,17120,68480,3,25,0,5.862108466438557,-78097.52,29,2015,1,29,1995,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
231,0,2000,972.47,0,1,1,10,5,0,-58100,3,2,15,3,1,2,2,1,77100,7710,15420,53970,1,4,0,6.606887616070419,-65430.36,15,2015,2,1,2006,6,17,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2
159,1,2000,1462.76,0,0,1,2,0,69200,-36900,1,1,23,3,1,2,0,0,44880,8160,4080,32640,8,7,1,2.556810413191501,-27326.88,21,2015,2,24,2007,7,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
151,2,2000,870.63,0,0,4,0,3,94800,-58500,5,2,12,3,0,1,1,0,62920,11440,5720,45760,5,13,0,6.022458832492946,-52472.44,25,2015,1,6,2005,2,26,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2
142,2,2000,1307.68,0,0,4,2,0,0,-48500,1,1,10,1,1,1,2,0,54360,4530,9060,40770,8,12,1,3.4641502508258903,-38667.84,30,2015,1,29,2010,1,24,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
322,0,2000,1277.12,0,0,6,1,3,0,-46000,6,2,18,1,0,0,2,1,42240,7680,7680,26880,3,25,0,2.7562014532698575,-26914.56,18,2015,1,19,2001,9,24,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
228,1,2000,1197.22,5000000,1,4,6,2,0,0,5,5,8,1,0,0,0,0,5070,780,780,3510,8,12,1,0.35290088705501077,9296.64,18,2015,1,21,2006,6,27,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2
234,2,500,1257.04,0,1,0,10,3,0,-48800,4,4,4,1,0,2,2,1,51600,10320,5160,36120,4,27,0,3.4207344237255777,-36515.520000000004,14,2015,3,1,1990,3,26,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2
254,0,2000,1472.43,0,1,4,12,0,0,-90600,6,0,3,3,0,1,3,1,63580,5780,11560,46240,13,20,0,3.598360080501846,-45910.84,21,2015,1,10,2004,7,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
198,1,1000,1096.39,0,1,2,1,3,0,0,4,6,11,3,0,1,3,1,49410,5490,5490,38430,1,4,0,3.7555067083793174,-36253.32,10,2015,1,26,2001,2,16,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
169,2,2000,1140.15,0,1,2,1,0,0,-36800,5,5,9,3,1,0,3,0,46200,4200,8400,33600,11,21,0,3.3767486734201637,-32518.199999999997,10,2015,1,19,2001,10,19,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2
438,2,500,1119.29,0,0,4,6,0,0,0,4,2,14,1,0,0,0,0,40700,4070,4070,32560,13,28,1,3.0301947365442974,-27268.52,25,2015,1,15,1991,10,5,0,1,0,0,1,0,0,0,1,1,0,0,0,1,4
116,1,500,951.46,0,1,3,5,1,0,-35500,6,5,8,3,0,0,3,0,59670,6630,6630,46410,13,28,1,5.226178714817228,-48252.479999999996,21,2015,1,31,2001,11,29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
458,0,2000,1356.92,5000000,1,0,5,5,0,0,1,0,2,1,0,0,1,1,46980,5220,5220,36540,1,5,0,2.8852106240603717,-30696.96,27,2015,2,26,2011,11,18,0,1,0,1,0,0,0,1,0,0,0,0,0,1,4
222,0,500,1124.6,0,1,0,1,1,0,0,1,0,23,3,1,0,0,0,51740,11940,7960,31840,7,36,0,3.833955776868813,-38244.8,19,2015,1,30,1999,5,23,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2
82,0,1000,1384.51,0,1,6,0,1,13100,-38200,4,6,14,1,0,2,3,0,71680,8960,8960,53760,13,20,1,4.314402448038175,-55065.880000000005,18,2015,2,18,1996,9,21,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
261,0,1000,1254.18,0,0,6,9,2,0,-45100,4,1,16,1,1,0,1,0,62590,11380,11380,39830,13,20,0,4.158759773982469,-47539.84,22,2015,1,11,2005,6,17,0,1,0,1,0,1,0,0,0,1,0,0,1,0,2
310,1,500,1516.34,0,0,3,0,4,11000,0,4,6,11,4,1,0,2,0,59400,13200,6600,39600,10,2,1,3.2644393737552266,-41203.92,29,2015,1,4,1999,8,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
427,1,1000,1178.61,7000000,1,4,2,3,0,-54400,1,6,23,1,1,1,2,1,90860,12980,19470,58410,13,20,1,6.424234196779823,-76716.68,21,2015,2,20,2005,12,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
80,0,1000,1474.17,0,0,1,12,4,0,0,6,3,13,1,1,1,0,1,52800,10560,5280,36960,10,3,0,2.984730390660507,-35109.96,21,2015,2,19,1996,8,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
276,1,1000,1724.09,0,1,6,2,3,0,0,1,0,23,3,1,0,0,0,65780,5980,11960,47840,3,34,0,3.1794550555172103,-45090.92,11,2015,1,12,1993,6,18,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3
233,2,2000,1615.14,0,0,0,12,2,67100,0,1,6,6,1,0,0,1,0,3740,680,680,2380,3,25,0,0.19296572846110346,15641.68,14,2015,1,20,1997,8,30,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2
